,ID,label,sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device
12026,12026,,10,8,37.96352392,1158,44,3,2565.620527,1846.571595,18,16,iPhone
3727,3727,retained,130,105,153.7134546,1505,63,0,6870.950585,4184.218279,23,18,iPhone
7353,7353,retained,27,21,365.3403117,2654,335,33,6175.418084,826.2823589,4,3,Android
8553,8553,retained,33,27,84.07913389,3229,0,11,6567.900103,3699.853212,30,23,iPhone
6279,6279,retained,237,190,351.5222003,2258,193,4,2977.662789,748.2057719,11,5,Android
13414,13414,churned,41,33,285.8554966,3042,606,29,5893.307691,4161.451735,2,0,iPhone
7295,7295,churned,115,95,138.123614,3135,494,8,3341.513861,1681.554376,5,2,iPhone
9496,9496,retained,223,190,224.7837217,3178,500,0,4369.280334,2529.28085,21,13,iPhone
6251,6251,retained,177,142,232.7378242,2569,109,0,2646.238691,1643.541376,21,21,iPhone
5926,5926,retained,9,8,224.5622634,657,0,243,5260.507441,391.1251708,17,9,iPhone
2460,2460,churned,161,129,276.8366576,3421,34,34,4892.38507,2505.307128,10,10,Android
22,22,churned,73,60,118.8088122,1607,254,92,2653.436921,400.7073101,16,16,iPhone
2066,2066,retained,52,43,185.6988968,275,0,3,3639.037317,1535.266122,28,18,iPhone
1653,1653,churned,279,223,412.5445087,2658,112,4,3267.993812,1526.751218,4,4,iPhone
8894,8894,retained,3,3,58.87132306,1855,0,0,13788.41482,4299.515762,17,15,Android
8706,8706,churned,37,33,166.6753281,2193,964,11,1638.170524,779.5303846,1,1,iPhone
10935,10935,retained,132,106,255.1679052,698,43,7,2255.693779,314.5639117,19,19,Android
1376,1376,retained,59,49,89.09983585,1163,329,34,1068.887811,540.4478626,22,21,iPhone
1724,1724,retained,25,20,74.2904269,2331,727,46,3608.093163,1300.728566,9,9,iPhone
10660,10660,retained,30,25,69.14951303,2124,171,0,1929.879519,965.8033112,9,9,Android
3754,3754,retained,6,5,208.9792407,2585,425,9,5687.427968,4669.685884,30,29,iPhone
10517,10517,churned,63,51,92.15672553,1054,0,123,4481.463406,1297.851155,1,1,iPhone
8652,8652,retained,34,27,69.77021049,1106,131,0,4541.207734,1740.377335,13,8,Android
4183,4183,retained,39,32,55.97668105,2529,34,121,3529.801604,584.8926596,21,16,iPhone
4082,4082,retained,473,422,798.4479283,840,314,95,1527.94227,1203.658772,13,13,Android
9678,9678,churned,24,19,244.8898939,3028,30,100,3770.48721,2702.024214,5,1,Android
11870,11870,retained,11,10,26.33944949,3176,368,30,6118.787704,4971.957928,14,14,iPhone
8474,8474,retained,20,16,139.8963716,1192,19,9,8509.391482,4164.059339,6,6,Android
6579,6579,retained,17,14,294.1821768,3399,11,0,3234.688971,2170.024148,30,25,iPhone
4558,4558,retained,61,53,65.14983514,2450,372,28,4816.547403,887.4931796,8,8,iPhone
3537,3537,churned,57,46,77.68595594,326,0,0,5212.382093,594.0040071,23,17,iPhone
7003,7003,retained,190,155,412.8084293,1455,121,0,2906.634413,1710.494363,15,10,Android
10773,10773,retained,90,72,243.1246858,290,8,0,2806.867157,1230.194617,18,15,iPhone
9560,9560,retained,41,41,503.4364682,1231,0,0,3150.696089,775.9243298,9,9,Android
14217,14217,retained,35,33,47.44597272,628,47,0,1732.113556,922.7133965,26,19,iPhone
12689,12689,retained,18,18,132.9609419,2108,16,0,2574.211588,1955.009778,30,21,Android
8789,8789,retained,99,99,200.7030159,1062,513,103,3000.144881,1206.739215,26,25,Android
9951,9951,retained,162,146,179.5814767,3254,184,9,8878.561317,1450.781016,9,7,iPhone
646,646,retained,135,119,264.1255852,902,45,36,4557.361046,3535.72237,16,16,Android
6381,6381,churned,288,237,300.8752054,1911,25,8,3086.837567,1345.815233,6,1,iPhone
7527,7527,retained,4,4,36.64835421,1635,115,0,2058.670619,756.5491482,18,11,iPhone
14544,14544,retained,217,174,511.1819814,790,427,0,1517.301201,708.9172661,9,3,iPhone
12072,12072,retained,24,21,115.5066215,2058,303,0,2783.189844,796.0821763,10,7,iPhone
7165,7165,retained,103,85,149.8656822,3212,7,47,5119.133557,3555.001586,8,8,Android
11660,11660,churned,315,252,338.9841811,78,198,29,2433.190416,1302.84784,10,10,iPhone
11946,11946,retained,43,43,58.92962299,748,0,208,6075.863569,1724.154227,22,13,iPhone
7697,7697,retained,69,56,79.7158254,319,37,0,1669.970193,957.3796217,17,17,iPhone
11182,11182,retained,15,12,127.6234348,2317,165,0,5500.771735,3451.320911,6,6,Android
14118,14118,retained,128,110,202.6073945,1235,169,294,2049.111589,1042.134769,15,15,Android
4875,4875,churned,55,45,88.4295398,155,38,0,1630.540007,935.3906404,12,10,iPhone
10736,10736,retained,49,49,70.51120782,1801,72,0,5101.324301,2636.452618,15,13,Android
12884,12884,retained,32,27,130.6570837,2592,0,31,9723.388308,808.2626057,14,13,Android
5341,5341,retained,4,4,168.1952038,3442,72,0,7571.732415,5692.949129,14,12,iPhone
12795,12795,retained,84,73,144.8955925,3069,30,0,1279.111778,501.3630724,17,9,Android
7031,7031,retained,70,60,194.7146447,811,0,0,1840.437603,1084.376594,28,27,Android
2160,2160,,208,171,208.6115709,456,95,65,1185.951844,544.8567027,13,8,iPhone
685,685,retained,189,152,360.0198051,2852,155,11,10191.25374,1807.313539,28,20,iPhone
11934,11934,churned,26,24,92.46200513,592,99,72,5428.378658,2430.643373,2,0,Android
11435,11435,churned,81,72,489.2115038,513,285,0,9620.508722,6035.219078,8,8,iPhone
2461,2461,retained,35,35,153.9420303,415,57,0,1925.913593,1344.708883,30,19,Android
11029,11029,retained,102,86,119.9400537,2362,89,7,8712.217649,1845.087235,13,12,iPhone
11889,11889,retained,49,39,73.48190271,3066,246,68,1655.694028,820.2484791,16,14,Android
7128,7128,retained,84,70,167.839577,586,194,98,2692.364499,933.1932918,1,0,iPhone
6267,6267,churned,132,122,144.4854183,2205,16,52,1768.067115,1181.30481,3,3,iPhone
4941,4941,retained,51,51,467.601678,303,0,2,1566.674599,786.4146559,27,20,iPhone
5946,5946,retained,7,7,262.0836212,2005,45,11,4448.699468,1763.980248,3,2,iPhone
4583,4583,churned,108,87,398.2975808,1688,192,78,6749.880941,727.4128162,10,9,Android
5784,5784,retained,5,5,147.831634,336,0,123,1743.437991,46.38401091,15,8,Android
10422,10422,retained,174,139,448.4141598,926,19,0,4689.607756,1402.350695,22,19,Android
7569,7569,,11,11,111.0027115,1611,210,0,3083.519095,575.5256768,6,4,Android
12776,12776,,114,91,310.9033734,3397,435,2,5901.099368,1252.078805,8,5,iPhone
10512,10512,retained,29,24,101.5043108,62,41,11,5031.63141,2384.903347,20,12,Android
521,521,retained,6,5,29.25950176,558,19,7,2400.721232,885.8391104,22,15,iPhone
8714,8714,retained,212,169,646.6224986,1265,326,18,1706.657049,1222.601705,25,20,iPhone
13197,13197,retained,32,27,107.4996255,1552,136,77,4300.760127,2406.026529,10,10,iPhone
13405,13405,retained,36,30,283.0364043,133,78,0,2160.475468,152.5542911,31,28,iPhone
3983,3983,retained,15,13,78.77684856,545,0,4,406.854844,196.4059686,29,19,Android
14343,14343,retained,25,25,56.41151067,2806,0,0,5337.519195,948.2128627,1,0,Android
12976,12976,retained,55,55,319.742886,1605,554,19,3088.492,2356.806251,15,9,iPhone
780,780,,20,16,41.73059916,2845,47,0,1245.857868,482.9914435,15,13,iPhone
10613,10613,churned,65,52,268.0900645,1017,0,10,4105.052368,2927.28453,4,4,iPhone
12306,12306,retained,55,45,151.0093938,2639,97,69,3501.210911,2797.633409,7,7,Android
5607,5607,retained,103,88,352.0294895,1175,111,0,3051.913079,1246.450887,22,14,Android
5978,5978,retained,103,83,144.9224075,2542,316,0,4841.727495,924.6795654,30,20,iPhone
8843,8843,retained,15,13,386.1805384,3233,0,107,2636.852302,1528.083513,4,4,iPhone
3747,3747,retained,2,2,181.7059546,2976,70,11,2447.176111,1001.668745,28,27,iPhone
2196,2196,retained,18,18,185.1780412,1876,11,2,3873.352765,979.6577132,22,18,Android
8561,8561,churned,10,9,43.45791697,1922,153,35,8352.711667,1436.523914,26,17,iPhone
14826,14826,retained,243,195,257.319501,3225,207,59,3103.62796,2292.855312,29,27,iPhone
4285,4285,retained,58,58,118.8253448,2062,26,0,1587.335758,803.5370325,27,19,iPhone
8569,8569,retained,179,144,184.1739396,688,93,73,3119.919099,2374.560065,23,21,iPhone
10408,10408,retained,121,97,643.57247,3344,103,14,3899.61104,1709.402242,7,1,iPhone
9832,9832,churned,7,7,393.9553711,460,13,11,6396.512502,2226.989546,2,1,iPhone
9805,9805,retained,96,78,233.5320464,3248,0,0,5049.170565,1033.644487,18,14,iPhone
6979,6979,churned,231,215,344.8821967,3231,0,43,1616.711072,1015.849706,4,4,iPhone
1827,1827,retained,9,9,123.1740517,3258,0,90,6935.162383,4058.169531,20,17,Android
11824,11824,retained,91,73,314.9597117,1087,48,5,6189.831001,2038.623026,27,26,Android
9154,9154,retained,32,26,43.77480916,518,233,57,3972.310016,2286.968867,12,12,iPhone
14200,14200,retained,4,4,9.504150078,2904,0,48,2182.850989,1325.090211,3,3,iPhone
14514,14514,churned,26,22,83.84425072,1130,12,3,2957.949768,607.3339229,10,5,Android
2376,2376,retained,18,16,218.2180657,1330,0,87,3677.821733,830.2432656,1,0,Android
8551,8551,retained,43,34,65.61609843,2083,129,3,4073.920314,2229.677084,9,2,Android
3839,3839,retained,125,100,216.0534688,3214,145,0,1955.586851,1288.477373,28,20,iPhone
14426,14426,retained,26,21,115.2107853,2749,231,284,2341.57179,1295.135653,4,4,iPhone
1246,1246,retained,23,19,34.53097083,3320,298,50,1766.754533,105.56021,10,6,Android
7504,7504,churned,66,53,74.66529248,2375,39,0,1639.262922,979.5765437,8,2,Android
11483,11483,churned,22,21,101.2180405,194,225,221,2650.164828,1492.759783,19,19,iPhone
6511,6511,retained,66,55,110.6776084,1974,45,178,2179.335255,1341.231367,20,18,iPhone
11886,11886,retained,86,69,190.2843426,2408,190,56,11296.98069,472.5505983,26,25,Android
13732,13732,churned,46,46,207.2296526,2860,401,91,3569.244655,1229.292256,18,11,Android
5439,5439,retained,106,91,322.9269995,1973,437,81,4660.647587,3480.382738,26,23,Android
10759,10759,retained,45,36,141.0260957,2596,121,5,3363.041078,1978.543558,20,12,iPhone
11615,11615,retained,66,53,139.3855422,2972,107,101,1114.630239,836.3878739,19,19,iPhone
10229,10229,churned,131,106,225.1321017,3235,20,0,1417.382597,584.2380553,1,1,iPhone
13875,13875,churned,20,16,73.70090108,319,429,31,1697.584546,1386.306586,11,10,iPhone
8964,8964,churned,257,206,320.2925013,806,0,32,3394.216563,894.5025206,7,3,Android
10681,10681,churned,8,7,252.6896527,134,13,0,4586.030818,2896.572592,7,2,iPhone
11754,11754,churned,10,9,135.5451572,271,59,0,3428.137534,2710.394903,2,2,iPhone
14577,14577,retained,290,232,372.1735625,3130,100,51,2845.592708,987.1369078,27,25,Android
14316,14316,retained,45,45,191.4773308,2262,142,19,6175.824584,1337.949692,16,16,iPhone
5510,5510,retained,150,120,342.0380854,822,12,0,1961.759748,1276.480839,22,20,Android
5330,5330,retained,437,367,465.9487815,130,3,0,9110.367537,1829.093614,25,17,iPhone
4531,4531,retained,129,107,153.2962363,1559,6,0,5710.689045,1151.958625,28,18,Android
9866,9866,retained,21,19,108.923977,2673,78,0,4528.283019,2272.623994,21,18,iPhone
365,365,retained,33,33,303.775344,2470,56,102,4636.135708,3524.151658,7,7,iPhone
13326,13326,retained,45,39,111.1351433,2633,92,0,2673.940762,2106.510552,2,2,Android
14972,14972,,220,181,256.2121662,1718,360,23,5586.913459,4104.440202,19,18,iPhone
147,147,churned,231,186,268.4330673,2726,81,0,3162.956577,2625.667679,1,1,Android
1668,1668,,62,50,297.3622448,2454,0,22,1513.714719,979.3300006,29,26,iPhone
11280,11280,retained,289,232,570.1617221,1081,478,85,3392.187798,1062.90322,31,22,iPhone
13271,13271,retained,54,50,608.6285583,959,0,30,1695.891014,799.4082586,5,5,iPhone
7650,7650,retained,126,101,367.5088515,1400,12,0,4949.684837,2560.989928,28,22,Android
8599,8599,retained,27,25,121.8975827,3063,63,47,6477.884073,4744.502409,16,16,iPhone
11698,11698,retained,3,3,46.21212709,504,369,0,3847.420956,1757.726546,15,13,iPhone
7788,7788,retained,51,41,58.63944841,2159,3,34,3364.502401,1033.535749,12,7,iPhone
3456,3456,retained,4,3,136.3717091,2892,28,38,2569.879626,999.7784871,17,17,iPhone
11768,11768,retained,116,99,263.0504272,1146,105,39,1331.504509,1054.31323,18,14,iPhone
3271,3271,retained,30,24,61.79441124,3182,0,35,1414.562697,979.4432279,4,4,Android
4940,4940,retained,32,32,58.8806275,2591,241,68,4539.750162,2495.327607,26,22,Android
9223,9223,retained,34,31,57.34088102,3064,6,0,4000.0371,1676.336573,14,14,iPhone
12100,12100,retained,97,79,789.9840831,209,88,43,4085.087923,2471.921331,29,19,Android
6230,6230,retained,22,18,128.3868758,2819,31,40,706.7960703,563.2833345,17,17,iPhone
14456,14456,churned,64,64,120.8477148,390,78,0,1195.388388,428.842273,20,15,Android
12143,12143,retained,107,86,175.2327792,1627,70,80,4691.590341,413.5869687,14,9,Android
9047,9047,churned,125,125,202.5307733,840,0,58,2070.106512,1031.614432,28,19,Android
3926,3926,retained,134,108,137.1431303,548,268,0,1932.872548,1024.589613,30,22,iPhone
12813,12813,retained,323,259,450.9189348,1568,3,0,4432.770191,2349.241352,28,24,iPhone
8080,8080,churned,8,8,42.19074119,543,392,0,1728.313337,1110.458753,15,7,iPhone
78,78,retained,54,54,320.3440758,1285,0,77,2575.812329,987.0413442,29,20,Android
7088,7088,churned,7,7,109.1917474,2757,2,0,6097.500837,4681.30486,7,5,iPhone
2247,2247,retained,83,69,297.7253868,176,21,0,4772.414911,2093.423396,7,5,iPhone
12354,12354,retained,137,110,242.5640682,3498,43,77,5674.510017,4472.844329,5,4,iPhone
14924,14924,retained,208,168,214.335589,2928,0,37,3462.130425,125.905111,21,14,iPhone
14412,14412,churned,97,80,184.9066534,905,15,74,3482.105429,1570.734059,25,19,iPhone
12404,12404,retained,20,16,20.60289723,2516,333,0,4576.597237,1031.207761,12,12,Android
7451,7451,retained,169,138,184.786407,1137,0,0,7755.795153,2339.594977,22,14,iPhone
8980,8980,retained,43,35,95.18351493,2838,524,0,8131.573066,6116.206219,4,0,Android
2279,2279,retained,68,54,154.8358356,58,64,0,6103.556981,658.6573625,4,0,iPhone
8123,8123,churned,58,58,486.8699876,595,96,0,2890.524357,2313.442148,4,2,Android
3897,3897,retained,26,21,137.9948102,2445,0,116,6860.444401,2930.21417,28,17,iPhone
12062,12062,retained,105,84,120.3768877,3466,77,25,4102.974278,1623.181695,15,13,Android
7177,7177,retained,15,12,85.50285794,3026,163,0,3552.984807,1964.845273,27,23,Android
9312,9312,retained,118,97,157.0667003,2462,6,4,1758.213434,1008.86108,27,20,iPhone
14195,14195,retained,31,25,178.2645021,319,421,38,2891.023615,454.1423328,15,15,iPhone
3631,3631,retained,7,7,93.7234969,2500,211,7,6040.817292,2835.828725,28,21,Android
12932,12932,churned,526,421,542.8112595,954,168,19,2746.929709,1935.364269,8,2,iPhone
6272,6272,retained,28,28,199.9532311,1817,78,0,5079.831512,3590.909477,5,5,iPhone
8616,8616,retained,9,8,312.9833362,1752,52,0,2282.73645,974.7314308,2,0,Android
392,392,churned,42,34,63.36650437,565,171,104,5300.229317,2540.051386,20,15,Android
3191,3191,retained,47,39,210.9843276,1649,0,14,4902.006203,3597.883834,26,25,iPhone
16,16,retained,30,25,41.53837224,1554,61,19,1213.549279,949.1301246,17,13,Android
4200,4200,churned,51,42,89.89737348,1557,269,32,4283.882034,1673.754578,4,2,iPhone
2672,2672,churned,323,260,343.9364895,101,202,0,9040.160685,5151.950477,14,8,Android
14321,14321,retained,13,11,13.95426343,2749,138,0,6138.441741,4936.688154,23,23,iPhone
6164,6164,retained,112,112,461.9318999,1689,44,0,9700.165277,5347.218104,18,18,iPhone
12291,12291,retained,23,19,57.88569791,3400,0,0,2254.544658,1397.684838,30,25,Android
3493,3493,retained,278,230,298.6608,3429,63,0,2941.697629,1665.17064,24,21,Android
9651,9651,retained,94,75,119.9959567,3489,0,4,3125.020347,664.887228,28,24,Android
14859,14859,retained,51,42,69.35687122,2377,50,0,4233.299316,830.9876787,13,9,iPhone
7394,7394,retained,54,44,172.3481454,2819,105,0,422.7820372,340.9517274,26,16,iPhone
4839,4839,churned,23,23,114.3502907,1170,0,8,5040.995108,3054.77137,14,14,Android
593,593,retained,344,279,562.6371201,2124,450,5,3954.142796,1491.355741,26,24,iPhone
12027,12027,churned,137,110,273.063458,1642,146,82,5007.585068,1038.382012,25,21,iPhone
13981,13981,retained,75,60,91.41599051,1671,0,0,7518.897293,4939.804251,29,24,Android
8737,8737,retained,40,40,129.4292521,2215,149,40,1342.425403,772.8223964,8,8,Android
5827,5827,retained,24,19,137.1020797,466,0,3,4865.989564,2751.841896,21,18,Android
10749,10749,retained,16,15,20.46163688,791,213,88,5119.611621,2775.191177,16,16,iPhone
7961,7961,retained,59,58,130.5565315,1050,211,36,2896.552696,1461.927203,18,14,iPhone
5887,5887,churned,17,17,80.39477616,112,0,0,2288.304453,1014.062293,28,20,iPhone
2355,2355,retained,57,46,392.6573693,1671,0,47,2874.075554,887.6098881,8,8,Android
6036,6036,churned,12,10,288.3937556,3128,56,0,2271.127911,708.7689249,1,1,Android
4798,4798,retained,19,17,71.39293107,593,134,6,7207.426122,4082.902239,9,3,Android
10634,10634,retained,82,66,85.06467842,3427,531,3,7302.710677,1801.723274,22,18,iPhone
14757,14757,retained,5,4,40.33356586,899,0,2,2950.584009,1378.239899,24,17,iPhone
4592,4592,churned,1,1,43.42983324,1141,73,0,2639.017622,1109.011082,10,5,iPhone
11234,11234,retained,59,47,120.8893807,672,93,34,2218.543436,1839.029172,3,2,iPhone
8656,8656,churned,10,10,445.3963513,2406,69,5,2409.595278,1754.698937,7,7,Android
163,163,retained,17,14,88.08790771,2992,123,53,2225.986252,1173.622402,22,15,Android
13906,13906,retained,67,58,101.843967,2329,124,58,2357.726467,1115.756004,30,19,iPhone
14164,14164,retained,90,78,131.7137496,861,0,36,4722.795097,947.6697505,26,25,iPhone
14670,14670,retained,17,17,34.13564587,157,124,102,2242.372567,1283.33824,25,22,iPhone
7380,7380,retained,188,165,192.2044799,2437,0,0,6456.128223,3767.394923,17,15,iPhone
14936,14936,retained,18,14,24.25782922,2742,153,0,3466.831439,2239.070953,6,6,Android
10201,10201,retained,141,117,221.743793,2853,150,32,3352.124231,713.8813438,13,12,iPhone
6356,6356,churned,166,133,320.2068443,844,0,62,3967.803215,2221.614515,10,6,iPhone
11276,11276,churned,175,143,237.6606681,3338,22,55,1142.249235,537.1011521,1,0,iPhone
9092,9092,retained,13,13,209.4198093,2529,14,0,7908.999531,3142.644623,10,7,iPhone
5542,5542,retained,18,16,55.61445745,191,214,35,4539.609138,1935.225165,31,27,Android
6007,6007,retained,67,54,279.2178193,1876,0,3,4483.529947,456.3464481,15,13,iPhone
7993,7993,,36,36,741.4715587,2947,70,62,1670.663342,1089.388464,12,12,Android
7638,7638,retained,41,36,382.8517383,2616,273,56,1399.204316,306.4614513,2,2,Android
6793,6793,retained,6,5,76.70649399,1010,164,0,3069.298306,2033.987806,26,18,iPhone
10900,10900,retained,20,17,20.00491605,63,415,69,12703.86931,9699.106417,28,20,Android
7758,7758,retained,244,227,334.8671935,2303,50,100,7546.149407,2116.606501,3,3,iPhone
4837,4837,retained,319,258,331.9711976,1437,0,0,9184.763523,645.700869,5,4,iPhone
2293,2293,retained,509,407,770.9519337,1813,0,9,1889.446301,965.781054,5,0,iPhone
6548,6548,churned,36,29,75.73307605,1043,406,27,1687.404236,176.256787,17,13,Android
7898,7898,retained,234,188,241.1670305,632,170,0,3475.962816,1071.182435,2,2,iPhone
4481,4481,retained,14,11,45.76641541,2349,172,35,2191.620157,1153.369125,22,22,iPhone
3716,3716,retained,15,13,129.0114908,330,288,0,2309.185116,1372.238263,16,16,Android
10837,10837,retained,10,8,107.2603798,3011,0,0,5904.954473,3939.567794,25,22,iPhone
6140,6140,retained,44,44,115.7540035,1885,309,0,3837.63681,2726.923464,31,28,iPhone
9956,9956,retained,76,68,168.1084559,1087,37,14,7508.46203,5569.705846,3,0,iPhone
1549,1549,churned,55,47,107.5203443,2223,126,6,890.3789561,541.3279017,0,0,Android
11221,11221,churned,58,48,158.8178828,2171,3,0,9188.741963,7145.466511,1,0,iPhone
10331,10331,retained,19,15,59.29606114,2105,106,0,2677.013909,2032.195687,4,4,iPhone
2044,2044,retained,63,50,67.61687887,930,0,0,3040.83118,813.1115736,2,0,iPhone
767,767,retained,94,76,95.09761479,3286,5,192,2885.77324,1086.28234,10,5,iPhone
5693,5693,retained,0,0,179.368557,2561,35,6,3826.821895,1741.822549,20,16,iPhone
7870,7870,retained,56,45,80.63425444,1263,0,0,12139.05084,7906.575127,17,17,Android
